חותמת זמן,איזה סוג ספורט תחרותי/קבוצתי אתה משחק בתדירות הגבוהה ביותר? (ניתן לבחור כמה),גיל,מין,אזור,"באיזו תדירות אתה משחק ספורט תחרותי או קבוצתי (כדורגל, כדורסל, פאדל טניס וכו')?",עד כמה חשוב לך לדעת אם אתה משתפר לאורך זמן?,מה אתה עושה היום כדי לעקוב אחרי הביצועים שלך? (ניתן לבחור כמה),מה הכי חסר לך כשאתה מסיים אימון או משחק מול חברים? (ניתן לבחור כמה),אם הייתה אפליקציה שנותנת לך דירוג אמיתי ובונה לך כרטיס שחקן עם סטטיסטיקות כמה סביר שהיית מתקין אותה?,"אם הייתה אפליקציה כזאת, זה היה מעלה לך את המוטיבציה לעשות ספורט?",באיזו פלטפורמה אתה בעיקר משתמש היום כדי לקבוע משחקים או למצוא שחקנים?,"מה המידע שהכי חסר לך כדי לצאת מהבית לשחק במגרש ציבורי? (לא חובה ניתן לבחור כמה)
","כשמתחשק לך פתאום לצאת לשחק עכשיו, עד כמה קשה לך למצוא שחקנים ברמה שלך?","אם הייתה לך גישה לקלף שחקן דיגיטלי מעוצב שכולל את ציון ה""אוברול"" שלך והסטטיסטיקות, האם היית משתף אותו ברשתות החברתיות (סטורי, וואטסאפ)?","מה ה""פיצ'ר חלומות"" שהיה גורם לך לפתוח אפליקציית ספורט כזו לפני או אחרי כל משחק?","האם היית מוכן לשלם עבור אפליקציה שתספק לך דירוג מדויק מול אחרים וניתוחי AI על הביצועים שלך (pace, shooting לדוגמא)?",עד כמה היית מעוניין להשתמש במערכת שתתעד באופן אוטומטי את תוצאת המשחק וסרטוני ההיילייטס במגרש הציבורי?,דרג את חשיבות הנתונים הבאים עבורך לאחר משחק: [דירוג אישי (Overall score)],"דרג את חשיבות הנתונים הבאים עבורך לאחר משחק: [סטטיסטיקות ספציפיות (מהירות, מרחק, קליעות, שערים)]",דרג את חשיבות הנתונים הבאים עבורך לאחר משחק: [סרטוני היילייטס ],דרג את חשיבות הנתונים הבאים עבורך לאחר משחק: [הכרה חברתית / פרסים]
06/04/2026 13:43:22,כדורגל,19-25,זכר,ירושלים והסביבה,1-2 פעמים בשבוע,5,זוכר בראש מי ניצח וכמה הבקעתי,"סטטיסטיקות מדויקות על הביצועים שלי (נתונים יבשים), סרטוני ""היילייטס"" של המהלכים הטובים שלי למזכרת, הכרה והערכה על ביצועים טובים, תחושה של התקדמות ב""רמה"" הכללית שלי (כמו במשחק וידאו)",5,5,קבוצות וואטסאפ של השכונה/החבר'ה,"האם האורות דולקים עכשיו?, כמה אנשים נמצאים שם ברגע זה? (רמת עומס), מצב המגרש(דשא שחוק, רשת קרועה וכולי…), שעות פעילות מדויקות",2,"כנראה שלא, אני שומר את הנתונים לעצמי","כרטיס שחקן שמשתפר/משתנה על פי נתוני משחק תדירים
בנוסף, פלטפורמה שתעזור לארגן משחק ספונטני ברמה מותאמת אישית במהירות",הייתי משתמש רק אם זה בחינם,5,חשוב מאוד,חשוב מאוד,חשוב מאוד,לא חשוב
06/04/2026 13:44:08,"כדורגל, כדורסל, פאדל",19-25,זכר,תל אביב והמרכז,1-2 פעמים בשבוע,5,כלום,"סרטוני ""היילייטס"" של המהלכים הטובים שלי למזכרת, תחושה של התקדמות ב""רמה"" הכללית שלי (כמו במשחק וידאו)",5,5,קבוצות וואטסאפ של השכונה/החבר'ה,"האם האורות דולקים עכשיו?, כמה אנשים נמצאים שם ברגע זה? (רמת עומס), מצב המגרש(דשא שחוק, רשת קרועה וכולי…), שעות פעילות מדויקות",5,"בטוח שכן, אשמח להשוויץ בתוצאות טובות",לוח סטטיסטי בין חברים,הייתי משתמש רק אם זה בחינם,4,חשוב מאוד,חשוב מאוד,חשוב מאוד,חשוב מאוד
06/04/2026 14:16:52,כדורסל,26-35,זכר,ירושלים והסביבה,פעם בכמה שבועות,4,זוכר בראש מי ניצח וכמה הבקעתי,"סטטיסטיקות מדויקות על הביצועים שלי (נתונים יבשים), דרך למצוא שחקנים ברמה שלי (כדי שהמשחק יהיה מאוזן ומעניין)",4,3,קבוצות וואטסאפ של השכונה/החבר'ה,,4,"כנראה שלא, אני שומר את הנתונים לעצמי",,הייתי משתמש רק אם זה בחינם,1,חשוב מאוד,חשוב מאוד,חשוב מעט,לא חשוב
06/04/2026 14:24:37,כדורסל,36-45,זכר,תל אביב והמרכז,1-2 פעמים בשבוע,4,זוכר בראש מי ניצח וכמה הבקעתי,סטטיסטיקות מדויקות על הביצועים שלי (נתונים יבשים),2,2,קבוצות וואטסאפ של השכונה/החבר'ה,"האם האורות דולקים עכשיו?, כמה אנשים נמצאים שם ברגע זה? (רמת עומס), מצב המגרש(דשא שחוק, רשת קרועה וכולי…), שעות פעילות מדויקות",4,"בטוח שכן, אשמח להשוויץ בתוצאות טובות",,הייתי משתמש רק אם זה בחינם,4,חשוב מאוד,חשוב מאוד,חשוב מאוד,לא חשוב
06/04/2026 14:45:24,כדורסל,26-35,זכר,תל אביב והמרכז,1-2 פעמים בשבוע,2,כלום,דרך למצוא שחקנים ברמה שלי (כדי שהמשחק יהיה מאוזן ומעניין),4,4,קבוצות וואטסאפ של השכונה/החבר'ה,כמה אנשים נמצאים שם ברגע זה? (רמת עומס),5,"כנראה שלא, אני שומר את הנתונים לעצמי",,הייתי משתמש רק אם זה בחינם,4,חשוב מאוד,חשוב מאוד,לא חשוב,לא חשוב
06/04/2026 14:55:58,כדורסל,26-35,זכר,תל אביב והמרכז,1-2 פעמים בשבוע,4,"מעלה סרטונים ותמונות לרשתות החברתיות (אינסטגרם/טיקטוק), זוכר בראש מי ניצח וכמה הבקעתי","סרטוני ""היילייטס"" של המהלכים הטובים שלי למזכרת, תחושה של התקדמות ב""רמה"" הכללית שלי (כמו במשחק וידאו)",4,2,"משחק רק עם חברים קרובים, לא מחפש שחקנים חדשים","האם האורות דולקים עכשיו?, כמה אנשים נמצאים שם ברגע זה? (רמת עומס)",2,"בטוח שכן, אשמח להשוויץ בתוצאות טובות",,הייתי משתמש רק אם זה בחינם,5,חשוב מאוד,חשוב מאוד,חשוב מאוד,חשוב מעט
06/04/2026 15:07:01,כדורסל,36-45,זכר,חיפה והצפון,1-2 פעמים בשבוע,2,כלום,"שום דבר, אני נהנה גם ככה",1,1,קבוצות וואטסאפ של השכונה/החבר'ה,"האם האורות דולקים עכשיו?, כמה אנשים נמצאים שם ברגע זה? (רמת עומס)",3,אין לי רשתות חברתיות / לא מעלה כלום,,הייתי משתמש רק אם זה בחינם,1,לא חשוב,חשוב מעט,לא חשוב,לא חשוב
06/04/2026 15:15:35,"כדורגל, כדורסל, טניס, טניס שולחן",19-25,זכר,ירושלים והסביבה,1-2 פעמים בשבוע,3,זוכר בראש מי ניצח וכמה הבקעתי,"סרטוני ""היילייטס"" של המהלכים הטובים שלי למזכרת, שום דבר, אני נהנה גם ככה",2,2,קבוצות וואטסאפ של השכונה/החבר'ה,כמה אנשים נמצאים שם ברגע זה? (רמת עומס),3,"כנראה שלא, אני שומר את הנתונים לעצמי",,הייתי משתמש רק אם זה בחינם,3,לא חשוב,לא חשוב,חשוב מעט,לא חשוב
06/04/2026 16:02:37,כדורסל,19-25,זכר,חיפה והצפון,1-2 פעמים בשבוע,5,"זוכר בראש מי ניצח וכמה הבקעתי, כלום","סרטוני ""היילייטס"" של המהלכים הטובים שלי למזכרת, דרך למצוא שחקנים ברמה שלי (כדי שהמשחק יהיה מאוזן ומעניין), תחושה של התקדמות ב""רמה"" הכללית שלי (כמו במשחק וידאו)",4,3,קבוצות וואטסאפ של השכונה/החבר'ה,"כמה אנשים נמצאים שם ברגע זה? (רמת עומס), מצב המגרש(דשא שחוק, רשת קרועה וכולי…)",5,"כנראה שלא, אני שומר את הנתונים לעצמי",למצוא אנשים לשחק איתם ולהתאים לרמה שלי,הייתי משלם תשלום חד-פעמי על מבדק AI לניתוח נתונים אישיים,3,חשוב מעט,לא חשוב,חשוב מעט,חשוב מעט
06/04/2026 16:16:18,כדורסל,26-35,זכר,באר שבע והדרום,1-2 פעמים בשבוע,4,זוכר בראש מי ניצח וכמה הבקעתי,"שום דבר, אני נהנה גם ככה",1,1,קבוצות וואטסאפ של השכונה/החבר'ה,"כמה אנשים נמצאים שם ברגע זה? (רמת עומס), מצב המגרש(דשא שחוק, רשת קרועה וכולי…), שעות פעילות מדויקות",4,"כנראה שלא, אני שומר את הנתונים לעצמי",מאגר שחקנים מאותה עיר עם רמה בסיסית + שניתן לארגן משחקים בשעה ומקום שנקבעו,הייתי משתמש רק אם זה בחינם,1,חשוב מעט,חשוב מעט,חשוב מעט,חשוב מעט
06/04/2026 16:19:50,"כדורגל, כדורסל, טניס",46+,זכר,תל אביב והמרכז,פעם בכמה שבועות,3,זוכר בראש מי ניצח וכמה הבקעתי,דרך למצוא שחקנים ברמה שלי (כדי שהמשחק יהיה מאוזן ומעניין),3,3,"משחק רק עם חברים קרובים, לא מחפש שחקנים חדשים","האם האורות דולקים עכשיו?, כמה אנשים נמצאים שם ברגע זה? (רמת עומס), מצב המגרש(דשא שחוק, רשת קרועה וכולי…), שעות פעילות מדויקות",4,תלוי כמה העיצוב יהיה מרשים,,הייתי משתמש רק אם זה בחינם,3,חשוב מעט,חשוב מעט,חשוב מעט,חשוב מעט
06/04/2026 16:57:21,כדורסל,19-25,זכר,אזור השרון,1-2 פעמים בשבוע,4,זוכר בראש מי ניצח וכמה הבקעתי,"סטטיסטיקות מדויקות על הביצועים שלי (נתונים יבשים), סרטוני ""היילייטס"" של המהלכים הטובים שלי למזכרת, הכרה והערכה על ביצועים טובים",4,1,קבוצות וואטסאפ של השכונה/החבר'ה,כמה אנשים נמצאים שם ברגע זה? (רמת עומס),3,"כנראה שלא, אני שומר את הנתונים לעצמי",,הייתי משלם תשלום חד-פעמי על מבדק AI לניתוח נתונים אישיים,2,חשוב מאוד,חשוב מאוד,חשוב מאוד,חשוב מעט
06/04/2026 17:11:45,כדורסל,19-25,זכר,ירושלים והסביבה,פעם בכמה שבועות,5,כלום,"לדעת מה הדירוג האמיתי שלי בהשוואה לשחקנים אחרים בעיר/בשכונה, סרטוני ""היילייטס"" של המהלכים הטובים שלי למזכרת, דרך למצוא שחקנים ברמה שלי (כדי שהמשחק יהיה מאוזן ומעניין), תחושה של התקדמות ב""רמה"" הכללית שלי (כמו במשחק וידאו)",4,5,יורד למגרש ומצטרף לאנשים,כמה אנשים נמצאים שם ברגע זה? (רמת עומס),2,תלוי כמה העיצוב יהיה מרשים,,הייתי משתמש רק אם זה בחינם,4,חשוב מעט,חשוב מעט,חשוב מאוד,לא חשוב
06/04/2026 17:16:22,כדורסל,26-35,זכר,תל אביב והמרכז,1-2 פעמים בשבוע,4,כלום,"סטטיסטיקות מדויקות על הביצועים שלי (נתונים יבשים), סרטוני ""היילייטס"" של המהלכים הטובים שלי למזכרת, הכרה והערכה על ביצועים טובים, תחושה של התקדמות ב""רמה"" הכללית שלי (כמו במשחק וידאו)",4,4,"משחק רק עם חברים קרובים, לא מחפש שחקנים חדשים","כמה אנשים נמצאים שם ברגע זה? (רמת עומס), שעות פעילות מדויקות",3,תלוי כמה העיצוב יהיה מרשים,"שיתוף היילייטס של משחקים במגרשי הבית שלי. רושם פה, יש לכם באג ב radio buttons זה לא קולט טוב. סרטוני היילייטס זה הטופ",הייתי משלם תשלום חד-פעמי על מבדק AI לניתוח נתונים אישיים,5,חשוב מעט,חשוב מאוד,לא חשוב,חשוב מאוד
06/04/2026 17:26:35,"כדורגל, כדורסל",19-25,זכר,תל אביב והמרכז,פעם בכמה שבועות,2,כלום,"לדעת מה הדירוג האמיתי שלי בהשוואה לשחקנים אחרים בעיר/בשכונה, סטטיסטיקות מדויקות על הביצועים שלי (נתונים יבשים), סרטוני ""היילייטס"" של המהלכים הטובים שלי למזכרת",5,5,קבוצות וואטסאפ של השכונה/החבר'ה,"האם האורות דולקים עכשיו?, כמה אנשים נמצאים שם ברגע זה? (רמת עומס), מצב המגרש(דשא שחוק, רשת קרועה וכולי…)",3,"בטוח שכן, אשמח להשוויץ בתוצאות טובות",,הייתי משתמש רק אם זה בחינם,5,חשוב מאוד,חשוב מאוד,חשוב מאוד,לא חשוב
06/04/2026 18:04:53,כדורסל,19-25,נקבה,תל אביב והמרכז,3 פעמים בשבוע או יותר,5,זוכר בראש מי ניצח וכמה הבקעתי,"סרטוני ""היילייטס"" של המהלכים הטובים שלי למזכרת, הכרה והערכה על ביצועים טובים, דרך למצוא שחקנים ברמה שלי (כדי שהמשחק יהיה מאוזן ומעניין), תחושה של התקדמות ב""רמה"" הכללית שלי (כמו במשחק וידאו)",3,1,קבוצות וואטסאפ של השכונה/החבר'ה,"האם האורות דולקים עכשיו?, כמה אנשים נמצאים שם ברגע זה? (רמת עומס)",3,תלוי כמה העיצוב יהיה מרשים,,הייתי משתמש רק אם זה בחינם,4,חשוב מעט,חשוב מאוד,חשוב מאוד,חשוב מעט
06/04/2026 18:13:11,כדורסל,26-35,זכר,ירושלים והסביבה,1-2 פעמים בשבוע,4,זוכר בראש מי ניצח וכמה הבקעתי,"סטטיסטיקות מדויקות על הביצועים שלי (נתונים יבשים), הכרה והערכה על ביצועים טובים, דרך למצוא שחקנים ברמה שלי (כדי שהמשחק יהיה מאוזן ומעניין), תחושה של התקדמות ב""רמה"" הכללית שלי (כמו במשחק וידאו)",4,3,קבוצות וואטסאפ של השכונה/החבר'ה,"האם האורות דולקים עכשיו?, כמה אנשים נמצאים שם ברגע זה? (רמת עומס), מצב המגרש(דשא שחוק, רשת קרועה וכולי…), שעות פעילות מדויקות",2,אין לי רשתות חברתיות / לא מעלה כלום,"לא פיצ'ר ספציפי, בעיקר אם ארגיש שזה אמין ומשקף את הרמה והביצועים שלי",הייתי משתמש רק אם זה בחינם,3,חשוב מעט,חשוב מאוד,לא חשוב,לא חשוב
06/04/2026 19:20:25,כדורסל,26-35,זכר,חיפה והצפון,1-2 פעמים בשבוע,5,כלום,"סרטוני ""היילייטס"" של המהלכים הטובים שלי למזכרת, דרך למצוא שחקנים ברמה שלי (כדי שהמשחק יהיה מאוזן ומעניין)",5,5,קבוצות וואטסאפ של השכונה/החבר'ה,"האם האורות דולקים עכשיו?, כמה אנשים נמצאים שם ברגע זה? (רמת עומס), מצב המגרש(דשא שחוק, רשת קרועה וכולי…)",5,"כנראה שלא, אני שומר את הנתונים לעצמי",ארגון משחק מתאים לרמה שלי,הייתי משתמש רק אם זה בחינם,3,חשוב מאוד,חשוב מעט,חשוב מעט,לא חשוב
06/04/2026 20:14:38,כדורסל,26-35,זכר,אזור השרון,1-2 פעמים בשבוע,4,כלום,"סרטוני ""היילייטס"" של המהלכים הטובים שלי למזכרת, הכרה והערכה על ביצועים טובים, שום דבר, אני נהנה גם ככה",1,1,קבוצות וואטסאפ של השכונה/החבר'ה,"כמה אנשים נמצאים שם ברגע זה? (רמת עומס), מצב המגרש(דשא שחוק, רשת קרועה וכולי…)",3,"בטוח שכן, אשמח להשוויץ בתוצאות טובות",,הייתי משתמש רק אם זה בחינם,3,לא חשוב,חשוב מעט,חשוב מאוד,לא חשוב
